"ec_num","comments"
"2.7.9.6","The enzyme, characterized from a diverse collection of Gram-positive bacteria, inactivates the antibiotic rifampicin by phosphorylating it at position 21. The enzyme comprises three domains: two substrate-binding domains (ATP-grasp and rifampicin-binding domains) and a smaller phosphate-carrying L-histidine swivel domain that transits between the spatially distinct substrate-binding sites during catalysis."
"3.1.1.103","The enzyme, characterized from the bacterium Staphylococcus aureus, removes D-alanine groups from the teichoic acid produced by this organism, thus modulating the electrical charge of the bacterial surface. The activity greatly increases methicillin resistance in MRSA strains."
"3.2.2.31","The enzyme serves as a mismatch repair enzyme that works to correct 7,8-dihydro-8-oxoguanine:adenine mispairs that arise in DNA when error-prone synthesis occurs past 7,8-dihydro-8-oxoguanine (GO) lesions in DNA. The enzyme excises the adenine of the mispair, producing an apurinic site sensitive to AP endonuclease activity. After removing the undamaged adenine the enzyme remains bound to the site to prevent EC 3.2.2.23 (MutM) from removing the GO lesion, which could lead to a double strand break. In vitro the enzyme is also active with adenine:guanine, adenine:cytosine, and adenine:7,8-dihydro-8-oxoadenine (AO) mispairs, removing the adenine in all cases."
"3.13.1.7","The enzyme, characterized from the bacterium Thiobacillus thioparus, catalyses a step in the degradation pathway of thiocyanate. This activity is also catalysed by the archaeal EC 3.13.1.5, carbon disulfide lyase."
"5.3.3.21","The enzyme participates in an alternative degradation route of fatty acids with cis-double bonds on odd-number carbons such as oleate and linoleate. The main physiological substrate is (3E,5Z)-tetradeca-3,5-dienoyl-CoA, but other (3E,5Z)-dienoyl-CoAs with varying carbon chain lengths are also substrates."
"6.3.2.52","Two jasmonoyl-L-amino acid synthetases have been described from Nicotiana attenuata [3] and one from Arabidopsis thaliana [1]. The N. attenuata enzymes generate jasmonoyl-L-isoleucine, jasmonoyl-L-leucine, and jasmonoyl-L-valine. The enzyme from A. thaliana could catalyse the addition of many different amino acids to jasmonate in vitro [1,4,5]. While the abundant form of jasmonate in plants is (-)-jasmonate, the active form of jasmonoyl-L-isoleucine is (+)-7-iso-jasmonoyl-L-isoleucine."
"1.7.1.17","Requires FMN. The enzyme catalyses the reductive cleavage of an azo bond in aromatic azo compounds to form the corresponding amines. Does not accept NADPH. cf. EC 1.7.1.6, azobenzene reductase."
"1.13.11.85","The enzyme, studied mainly from the bacterium Xanthomonas sp. 35Y, catalyses the cleavage of the double bonds in natural and synthetic rubber (cis-1,4-polyisoprene polymers), generating ends that contain ketone and aldehyde groups. The enzyme from Xanthomonas sp. 35Y contains two c-type cytochromes. It attacks the substrate from its end, producing a single product of 15 carbons."
"1.14.14.70","A cytochrome P-450 (heme-thiolate) protein isolated from Oryza sativa (rice). Participates in the pathway for the biosynthesis of oryzalexins, a group of related phytoalexins produced by rice. Can also use 9beta-pimara-7,15-diene as substrate (cf. EC 1.14.14.68, syn-pimaradiene 3-monooxygenase)."
"1.14.14.71",Isolated from the plant Siraitia grosvenorii (monk fruit).
"1.14.14.72",A cytochrome P-450 (heme-thiolate) protein isolated from the plant Persicaria hydropiper (water pepper).
"1.14.19.54","A P-450 (heme-thiolate) cytochrome. The enzyme from Papaver rhoeas (field poppy) is specific for (S)-reticuline and does not act on the (R)-form. The enzyme from Papaver somniferum (opium poppy), which is involved in the biosynthesis of morphine and related alkaloids, forms a fusion protein with EC 1.5.1.27, 1,2-dehydroreticulinium reductase (NADPH), which catalyses the reduction of 1,2-dehydroreticuline to (R)-reticuline, thus forming an epimerase system that converts (S)-reticuline to (R)-reticuline."
"1.14.19.55","Contains FAD. The enzyme, described from epiphytic marine bacteria of the genera Pseudoalteromonas and Marinomonas, is an unusual single-component FAD-dependent halogenase that contains a distinct NAD(P)H binding domain and does not require an additional flavin reductase for activity. The enzyme catalyses a bromination of its substrate, followed by a second bromination concurrent with decarboxylation."
"1.14.19.56","The enzyme, characterized from the bacterium Pseudomonas protegens Pf-5, is a flavin-dependent chlorinase that participates in the biosynthesis of the antibacterial and antifungal compound pyoluteorin."
"1.14.19.57","The enzyme, characterized from marine bacteria of the Pseudoalteromonas genus, belongs to a family of FAD-dependent halogenases that act on acyl-carrier protein-tethered substrates. It catalyses three successive rounds of bromination. While the order has not been verified, it is believed to resemble that of EC 1.14.19.56, S-(1H-pyrrole-2-carbonyl)-[peptidyl-carrier protein] chlorinase, due to significant sequence homology. Reduced FAD is provided in situ by a dedicated reductase and diffuses into the active site, where it reacts with the oxygen and bromide ion, resulting in formation of a bromoamine intermediate on a catalytic lysine side chain, and the eventual transfer of the bromide to the substrate. The enzyme from Pseudoalteromonas luteoviolacea 2ta16 is specific for bromide and does not accept chloride."
"1.14.19.58","A flavin-dependent halogenase. The enzyme from the bacterium Streptomyces rugosporus catalyses halogenation of the C-5 position of tryptophan during the biosynthesis of the antibiotic compound pyrroindomycin B. It utilizes molecular oxygen to oxidize the FADH2 cofactor, giving C4a-hydroperoxyflavin, which then reacts with chloride to produce a hypochlorite ion. The latter reacts with an active site lysine to generate a chloramine, which chlorinates the substrate. cf. EC 1.14.19.59, tryptophan 6-halogenase and EC 1.14.19.9, tryptophan 7-halogenase."
"1.14.19.59","The enzyme is a flavin-dependent halogenase that has been described from several bacterial species. It utilizes molecular oxygen to oxidize the FADH2 cofactor, giving C4a-hydroperoxyflavin, which then reacts with chloride to produce a hypochlorite ion. The latter reacts with an active site lysine to generate a chloramine, which chlorinates the substrate. cf. EC 1.14.19.58, tryptophan 5-halogenase, and EC 1.14.19.9, tryptophan 7-halogenase."
"1.14.19.60","An FAD-dependent halogenase. The enzyme, characterized from the bacterium Kutzneria sp. 744, works in tandem with EC 1.14.19.9, tryptophan 7-halogenase, (ktzQ) to generate 6,7-dichloro-L-tryptophan, which is incorporated as a pyrroloindoline in the kutznerides family of natural products. It has a 120-fold preference for 7-chloro-L-tryptophan over L-tryptophan as substrate."
"1.14.20.4","The enzyme requires iron(II) and ascorbate. It is involved in the pathway by which many flowering plants make anthocyanin flower pigments (glycosylated anthocyandins). The enzyme hydroxylates the C-3 carbon, followed by a trans diaxial elimination, forming a C-2,C-3 enol. The product loses a second water molecule to form anthocyanidins. When assayed in vitro, non-enzymic epimerization of the product can lead to formation of dihydroflavanols. Thus when the substrate is leucocyanidin, a mixture of (+)-taxifolin and (+)-epitaxifolin are formed. The enzyme can also oxidize the formed (+)-taxifolin to quercetin (cf. EC 1.14.20.6, flavonol synthase) [2,3]."
"1.14.20.5","The enzyme, which has been found in rice and in members of the Apiaceae (a plant family), is a member of the 2-oxoglutarate-dependent dioxygenases, and requires ascorbate and Fe2+ for full activity."
"1.14.20.6","In addition to the desaturation of (2R,3R)-dihydroflavonols to flavonols, the enzyme from Citrus unshiu (satsuma mandarin) also has a non-specific activity that trans-hydroxylates the flavanones (2S)-naringenin and the unnatural (2R)-naringenin at C-3 to kaempferol and (2R,3R)-dihydrokaempferol, respectively [2]. Requires Fe2+."
"1.14.20.7","This is one of two simultaneous reactions catalysed by the enzyme, which is responsible for ethene (ethylene) production in bacteria of the Pseudomonas syringae group. In the other reaction [EC 1.13.12.19, 2-oxoglutarate dioxygenase (ethene-forming)] the enzyme catalyses the dioxygenation of 2-oxoglutarate forming ethene and three molecules of carbon dioxide.The enzyme catalyses two cycles of the ethene-forming reaction for each cycle of the succinate-forming reaction, so that the stoichiometry of the products ethene and succinate is 2:1. The product of the enzyme, L-glutamate 5-semialdehyde, exists in equilibrium with the cyclic form (S)-1-pyrroline-5-carboxylate."
"1.14.20.8","The enzyme, characterized from the plant Sinopodophyllum hexandrum (mayapple), is involved in the biosynthetic pathway of podophyllotoxin, a non-alkaloid toxin lignan whose derivatives are important anticancer drugs. It catalyses the closure of the central six-membered ring in the aryltetralin scaffold."
"2.1.1.348","This enzyme, found in eukaryotes, methylates adenines in mRNA with the consensus sequence RRACH."
"2.4.1.353","The enzyme, isolated from the fungus Sordaria araneosa, is involved in the biosynthesis of the glycoside antibiotic sordarin."
"2.4.1.354","The enzyme, characterized from Prunus dulcis (almond), is involved in the biosynthesis of the cyanogenic glycosides (R)-prunasin and (R)-amygdalin."
"2.4.1.355",Involved in the biosynthesis of poly(ribitol-phosphate) teichoic acids in the cell wall of the bacterium Staphylococcus aureus. This enzyme adds an N-acetyl-beta-D-glucosamine to the OH group at the 2 position of the ribitol phosphate units. cf. EC 2.4.1.70 [poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase].
"2.4.2.59","This iron dependent enzyme, found in most archaea, is involved in the biosynthesis of thiamine phosphate. The homologous enzyme from plants and fungi (EC 2.4.2.60, cysteine-dependent adenosine diphosphate thiazole synthase) uses an intrinsic cysteine as sulfur donor and, unlike the archaeal enzyme, is a single turn-over enzyme."
"2.4.2.60","This iron dependent enzyme, found in fungi, plants, and some archaea, is involved in the thiamine phosphate biosynthesis pathway. It is a single turn-over enzyme since the cysteine residue is not regenerated in vivo [3]. The homologous enzyme in archaea (EC 2.4.2.59, sulfide-dependent adenosine diphosphate thiazole synthase) uses sulfide as sulfur donor."
"2.5.1.143","This enzyme, found in the bacterium Lactobacillus plantarum, is involved in the biosynthesis of a nickel-pincer cofactor. It carboxylates the pyridinium ring of deamido-NAD+ and cleaves the phosphoanhydride bond to release AMP and generate pyridinium-3,5-biscarboxylic acid mononucleotide (P2CMN)."
"3.2.1.207","This eukaryotic enzyme cleaves off sequentially the two alpha-1,3-linked glucose residues from the Glc2Man9GlcNAc2 oligosaccharide precursor of immature N-glycosylated proteins."
"3.5.1.128","The enzyme, present in animals, fungi and bacteria, is involved in clearing cells of the toxic compound deaminated glutathione, which can be produced as an unwanted side product by several transaminases."
"5.3.3.22","The enzyme is found in the retinal pigment epithelium (RPE) of vertebrates. It also has the activity of EC 3.1.1.64, retinoid isomerohydrolase."
"5.5.1.31","The enzyme, characterized from the cyanobacterium Fischerella ambigua UTEX 1903, forms the core structure of the hapalindole family of alkaloids. The enzyme is a heterodimeric complex."
"5.5.1.32","The enzyme, characterized from the cyanobacterium Fischerella ambigua UTEX 1903, forms the core structure of the 12-epi-hapalindole family of alkaloids."
"5.5.1.33","The enzyme, characterized from multiple species of the cyanobacterial genus Fischerella, participates in the biosynthesis of the terpenoid indole alkaloids 12-epi-fischerindoles."
"6.2.1.53","The enzyme participates in the biosynthesis of several pyrrole-containing compounds, such as undecylprodigiosin, prodigiosin, pyoluteorin, and coumermycin A1. It catalyses the activation of L-proline to an adenylate form, followed by its transfer to the 4'-phosphopantheine moiety of an L-prolyl-carrier protein."
"6.2.1.54","The enzyme is involved in the modification of wall teichoic acids, as well as type I and IV lipoteichoic acids, with D-alanine residues. It activates D-alanine using ATP to form a high-energy (D-alanyl)adenylate intermediate and subsequently transfers the alanyl moiety to the covalently-bound phosphopantheinyl cofactor of a D-alanyl-carrier protein (DltC)."
"1.2.1.100","The enzyme, characterized from the bacteria Pseudomonas sp. MA-1 and Mesorhizobium loti, participates in the degradation of pyridoxine (vitamin B6)."
"1.3.1.114","Contains flavin. The enzyme, characterized from the bacterium Clostridium scindens, participates in the bile acid 7alpha-dehydroxylation pathway. The enzyme catalyses two subsequent reductions of the double bonds within the bile acid A/B rings, following 7alpha-dehydration."
"1.3.1.115","Contains flavin. The enzyme, characterized from the bacterium Clostridium scindens, participates in the bile acid 7alpha-dehydroxylation pathway. The enzyme catalyses the stereo-specific oxidation of its substrates and has no activity with the 7beta anomers. cf. EC 1.3.1.116, 7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase."
"1.3.1.116","Contains FAD and FMN. The enzyme, characterized from the bacterium Clostridium scindens, participates in the bile acid 7alpha-dehydroxylation pathway. The enzyme catalyses the stereo-specific oxidation of its substrate and has no activity with the 7alpha anomer. cf. EC 1.3.1.115, 3-oxocholoyl-CoA 4-desaturase."
"1.3.1.117",Isolated from Malus X domestica (apple). Involved in dihydrochalcone biosynthesis.
"1.3.99.39","The enzyme, found in green sulfur bacteria, some cyanobacteria and some actinobacteria, introduces additional double bonds to the carotenoid beta-end group, leading to aromatization of the ionone ring. As a result, one of the methyl groups at C-1 is transferred to position C-2. It is involved in the biosynthesis of carotenoids with phi-type aromatic end groups such as chlorobactene, beta-isorenieratene, and isorenieratene."
"1.3.99.40","The enzyme, found in purple sulfur bacteria (Chromatiaceae) and some cyanobacteria, is involved in the biosynthesis of carotenoids that contain chi-type end groups, such as okenone, renierapurpurin, and synechoxanthin."
"1.14.13.240","Contains FAD. The enzyme from the bacterium Escherichia coli (UbiI) catalyses the first hydroxylation during the aerobic biosynthesis of ubiquinone. The enzyme from the bacterium Neisseria meningitidis (UbiM) can also catalyse the two additional hydroxylations that occur in the pathway (cf. EC 1.14.99.60, 3-demethoxyubiquinol 3-hydroxylase)."
"1.14.13.241","Contains FAD. The enzyme, characterized from the bacterium Arthrobacter sp. Cr-7, participates in the degradation of pyridoxine (vitamin B6). Although the enzyme was initially thought to be a dioxygenase, oxygen-tracer experiments have suggested that it is a monooxygenase, incorporating only one oxygen atom from molecular oxygen into the product. The second oxygen atom originates from a water molecule, which is regenerated during the reaction and thus does not show up in the reaction equation."
"1.14.13.242","Contains FAD. The enzyme, characterized from the bacteria Pseudomonas sp. MA-1 and Mesorhizobium loti, participates in the degradation of pyridoxine (vitamin B6). Although the enzyme was initially thought to be a dioxygenase, oxygen-tracer experiments have shown that it is a monooxygenase, incorporating only one oxygen atom from molecular oxygen. The second oxygen atom that is incorporated into the product originates from a water molecule, which is regenerated during the reaction and thus does not show up in the reaction equation."
"1.14.14.73","This is one of the activities carried out by some microsomal cytochrome P-450 monooxygenases. A similar conversion is also carried out by a different microsomal enzyme (EC 1.14.13.32, albendazole monooxygenase (flavin-containing)), but it is estimated that cytochrome P-450s are responsible for 70% of the activity."
"1.14.14.74","CYP2J2 is a microsomal cytochrome P-450 monooxygenase that catalyses the hydroxylation of the terminal carbon of the propylsulfanyl chain in albendazole, a broad-spectrum anthelmintic used against gastrointestinal nematodes and the larval stages of cestodes. cf. EC 1.14.14.73, albendazole monooxygenase (sulfoxide-forming)."
"1.14.14.75","CYP2C19 is microsomal cytochrome P-450 monooxygenase that catalyses the hydroxylation of the benzene ring of fenbendazole, a broad-spectrum anthelmintic used against gastrointestinal nematodes and the larval stages of cestodes. This activity is also carried out by CYP2J2. cf. EC 1.14.14.74, albendazole monooxygenase (hydroxylating). CYP2C19 does not act on albendazole."
"1.14.14.76",This cytochrome P-450 (heme thiolate) enzyme has been characterized from the plant Oryza sativa (rice). It may be involved in production of oryzadione.
"1.14.14.77","The enzyme has been characterized from the cyanogenic millipede Chamberlinius hualienensis. Unlike plant enzymes that can catalyse this reaction (EC 1.14.14.44, phenylacetaldehyde oxime monooxygenase), this enzyme cannot act on phenylacetaldehyde oximes. It can accept (4-hydroxyphenyl)acetonitrile, (2-methylphenyl)acetonitrile, and (3-methylphenyl)acetonitrile as substrates at a lower rate."
"1.14.14.78","A cytochrome P-450 (heme-thiolate) protein. Isolated from human tissue. The enzyme will also act on menaquinone-4. Prolonged action of CYP4F2, but not CYP4F11, on the omega hydroxyl group oxidizes it to the corresponding carboxylic acid. CYP4F2 also oxidizes leukotriene B4; see EC 1.14.14.94, leukotriene-B4 20-monooxygenase [1]."
"1.14.14.79",A cytochrome P-450 (heme-thiolate) protein isolated from human eye tissue. Defects in the enzyme are associated with Bietti crystalline corneoretinal dystrophy. The enzyme also produces some 21-hydroxydocosahexaenoate. Acts in a similar way on icosapentaenoic acid.
"1.14.14.80","A cytochrome P-450 (heme thiolate) enzyme. The plant enzyme CYP704B1, which is involved in the synthesis of sporopollenin, a complex polymer found at the outer layer of spores and pollen, acts on palmitate (18:0), stearate (18:0) and oleate (18:1). The plant enzyme CYP86A1 also acts on laurate (12:0). The enzyme from the yeast Starmerella bombicola (CYP52M1) acts on C16 to C20 saturated and unsaturated fatty acids and can also hydroxylate the (omega-1) position. The mammalian enzyme CYP4A acts on laurate (12:0), myristate (14:0), palmitate (16:0), oleate (18:1), and arachidonate (20:4)."
"1.14.14.81","A cytochrome P-450 (heme-thiolate) protein found in plants. The 3',5'-dihydroxyflavanone is formed via the 3'-hydroxyflavanone. In Petunia hybrida the enzyme acts on naringenin, eriodictyol, dihydroquercetin (taxifolin) and dihydrokaempferol (aromadendrin). The enzyme catalyses the hydroxylation of 5,7,4'-trihydroxyflavanone (naringenin) at either the 3' position to form eriodictyol or at both the 3' and 5' positions to form 5,7,3',4',5'-pentahydroxyflavanone (dihydrotricetin). The enzyme also catalyses the hydroxylation of 3,5,7,3',4'-pentahydroxyflavanone (taxifolin) at the 5' position, forming ampelopsin."
"1.14.14.82","A cytochrome P-450 (heme-thiolate) protein found in plants. Acts on a number of flavonoids, including the flavanone naringenin and the flavone apigenin. Does not act on 4-coumarate or 4-coumaroyl-CoA."
"1.14.14.83","A cytochrome P-450 (heme thiolate) protein found in plants. Also hydroxylates nerol and citronellol, cf. EC 1.14.14.84, linalool 8-monooxygenase. The recommended numbering of geraniol gives 8-hydroxygeraniol as the product rather than 10-hydroxygeraniol as used by references 1-3. See prenol nomenclature {iupac/misc/prenol#p1::Pr-1}. The cloned enzyme also catalysed, but less efficiently, the 3'-hydroxylation of naringenin (cf. EC 1.14.14.82, flavonoid 3'-monooxygenase) [3]."
"1.14.14.84",A cytochrome P-450 (heme-thiolate) protein found in plants. The secondary electron donor is a specific [2Fe-2S] ferredoxin from the same bacterial strain.
"1.14.14.85","The enzyme, characterized from the plant Catharanthus roseus, is a cytochrome P-450 (heme-thiolate) enzyme. It catalyses a reaction in the pathway leading to biosynthesis of monoterpenoid indole alkaloids."
"1.14.14.86",A cytochrome P-450 (heme thiolate) protein found in plants. Catalyses three successive oxidations of the 4-methyl group of ent-kaurene giving kaurenoic acid.
"1.14.14.87","A cytochrome P-450 (heme thiolate) protein found in plants. The reaction involves the migration of the 2-phenyl group of the flavanone to the 3-position of the isoflavanone. The 2-hydroxyl group is derived from the oxygen molecule. EC 4.2.1.105, 2-hydroxyisoflavanone dehydratase, acts on the products with loss of water and formation of genistein and daidzein, respectively."
"1.14.15.27",The bacterial cytochrome P-450 enzyme is involved in the biosynthesis of omega-sulfo-beta-dihydromenaquinone-9 by members of the Mycobacterium tuberculosis complex.
"1.14.15.28","This cytochrome P-450 (heme-thiolate) enzyme, found in several bacterial pathogens, is involved in degradation of the host cholesterol. It catalyses the hydroxylation of the C-26 carbon, followed by oxidation of the alcohol to the carboxylic acid via the aldehyde intermediate, initiating the degradation of the alkyl side-chain of cholesterol. The products are exclusively in the (25R) conformation. The enzyme also accepts cholesterol as a substrate. cf. EC 1.14.15.29, cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming]. The enzyme can receive electrons from ferredoxin reductase in vitro, its natural electron donor is not known yet."
"1.14.15.29","A cytochrome P-450 (heme-thiolate) protein found in several bacterial pathogens. The enzyme is involved in degradation of the host's cholesterol. It catalyses the hydroxylation of the C-26 carbon, followed by oxidation of the alcohol to the carboxylic acid via the aldehyde intermediate, initiating the degradation of the alkyl side-chain of cholesterol [4]. The products are exclusively in the (25S) configuration. The enzyme is part of a two-component system that also includes a ferredoxin reductase (most likely KshB, which also interacts with EC 1.14.15.30, 3-ketosteroid 9alpha-monooxygenase). The enzyme also accepts cholesterol as a substrate. cf. EC 1.14.15.28, cholest-4-en-3-one 27-monooxygenase."
"1.14.15.30","The enzyme is involved in the cholesterol degradation pathway of several bacterial pathogens, such as Mycobacterium tuberculosis. It forms a two-component system with a ferredoxin reductase (KshB). The enzyme contains a Rieske-type iron-sulfur center and non-heme iron. The product of the enzyme is unstable, and spontaneously converts to 3-hydroxy-9,10-seconandrost-1,3,5(10)-triene-9,17-dione."
"1.14.19.61","The enzyme, characterized from the bacterium Bradyrhizobium elkanii, catalyses the final step in the biosynthesis of the nodulation enhancer compound rhizobitoxine."
"1.14.20.9","The enzyme is a member of the Fe2+, 2-oxoglutarate-dependent oxygenases and requires Fe2+. It has been characterized from bacteria that form the isonitrile-functionalized compound paerucumarin. cf. EC 1.14.20.10, L-tyrosine isonitrile desaturase/decarboxylase."
"1.14.20.10","The enzyme, characterized from the bacterium Xenorhabdus nematophila, is involved in rhabduscin biosynthesis. The enzyme is a member of the Fe2+, 2-oxoglutarate-dependent oxygenases. It is similar to EC 1.14.20.9, L-tyrosine isonitrile desaturase. However, the latter does not catalyse a decarboxylation of the substrate."
"1.14.20.11","The enzyme, characterized from the cyanobacterium Fischerella ambigua UTEX 1903, participates in the biosynthesis of hapalindole-type alkaloids. The enzyme catalyses an Fe2+, 2-oxoglutarate-dependent monooxygenation at C-3, which is followed by decarboxylation and dehydration, resulting in the generation of a cis C-C double bond. cf. EC 1.14.20.12, 3-[(E)-2-isocyanoethenyl]-1H-indole synthase."
"1.14.20.12","The enzyme has been characterized from an unidentified soil bacterium. It catalyses an Fe2+, 2-oxoglutarate-dependent monooxygenation at C-3, which is followed by decarboxylation and dehydration, resulting in the generation of a trans C-C double bond. cf. EC 1.14.20.11, 3-[(Z)-2-isocyanoethenyl]-1H-indole synthase."
"1.14.20.13",Requires Fe2+ and ascorbate.
"1.14.99.60","This prokaryotic enzyme catalyses the last hydroxylation reaction during the biosynthesis of ubiquinone. The eukaryotic enzyme is classified under EC 1.14.13.253, 3-demethoxyubiquinone 3-hydroxylase (NADH)."
"1.18.6.2","Requires Mg2+. This enzyme, originally isolated from the bacterium Azotobacter vinelandii, is a complex of two components (namely dinitrogen reductase and dinitrogenase). Dinitrogen reductase is a [4Fe-4S] protein, which, in the presence of ATP, transfers an electron from ferredoxin to the dinitrogenase component. Dinitrogenase is a vanadium-iron protein that reduces dinitrogen to two molecules of ammonia in three successive two-electron reductions via diazine and hydrazine. Compared with molybdenum-dependent nitrogenase (EC 1.18.6.1), this enzyme produces more dihydrogen and consumes more ATP per dinitrogen molecule being reduced. Unlike EC 1.18.6.1, this enzyme can also use CO as substrate, producing ethene, ethane and propane [7,9]."
"2.3.1.269","This bacterial enzyme transfers a fatty acid from a membrane phospholipid to form an amide linkage with the N-terminal cysteine residue of apolipoproteins, generating a triacylated molecule."
"2.3.1.270",This bacterial enzyme catalyses the second step in the formation of ornithine lipids.
"2.3.1.271","The enzyme, characterized from the yeast Saccharomyces cerevisiae Sigma1278b, N-acetylates L-glutamate 5-semialdehyde, an L-proline biosynthesis/utilization intermediate, into N-acetyl-L-glutamate 5-semialdehyde, an intermediate of L-arginine biosynthesis, under oxidative stress conditions. Its activity results in conversion of L-proline to L-arginine, and reduction in the concentration of L-glutamate 5-semialdehyde and its equilibrium partner, (S)-1-pyrroline-5-carboxylate, which has been linked to production of reactive oxygen species stress. The enzyme also acts on (S)-1-acetylazetidine-2-carboxylate, a toxic L-proline analog produced by some plants, resulting in its detoxification and conferring resistance on the yeast."
"2.3.1.272","The enzyme from the bacterium Pseudomonas sp. YGJ3 is composed of three subunits named PhlA, PhlB and PhlC. Production of 2,4-diacetylphloroglucinol, which has antibiotic activity, is strongly inhibited by chloride ions."
"2.4.1.356","The enzyme, characterized from the halophilic archaeon Haloferax volcanii, participates in the protein N-glycosylation pathway. Dolichol used by archaea is different from that used by eukaryotes. It is much shorter (C55-C60) and is alpha,omega-saturated. However, in vitro the enzyme was also able to act on a substrate with an unsaturated end."
"2.4.1.357",Isolated from Malus X domestica (apple). Phlorizin inhibits sodium-linked glucose transporters. It gives the characteristic flavour of apples and cider.
"2.5.1.144","In plants, the activity is catalysed by a chloroplastic enzyme that plays an important role in chloroplast function and is essential for light-dependent redox regulation within the chloroplast. The bacterial enzyme also catalyses the activity of EC 2.5.1.47, cysteine synthase. cf. EC 2.8.5.1, S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent)."
"2.5.1.145","This bacterial enzyme, which is associated with the membrane, catalyses the transfer of an sn-1,2-diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the prospective N-terminal cysteine of a prolipoprotein, the first step in the formation of mature triacylated lipoproteins."
"2.5.1.146","The enzyme, characterized from the cyanobacterium Fischerella ambigua UTEX 1903, participates in the biosynthesis of hapalindole-type alkaloids."
"2.7.7.100","Contains Zn2+. The enzyme catalyses the activation of SAMPs (Small Archaeal Modifier Proteins), which are ubiquitin-like proteins found only in the Archaea, by catalysing the ATP-dependent formation of a SAMP adenylate in which the C-terminal glycine of SAMP is bound to AMP via an acyl-phosphate linkage. The product of this activity can accept a sulfur atom to form a thiocarboxylate moiety that acts as a sulfur carrier involved in thiolation of tRNA and other metabolites such as molybdopterin. Alternatively, the enzyme can also catalyse the transfer of SAMP from its activated form to an internal cysteine residue, leading to a process termed SAMPylation (see EC 6.2.1.55, E1 SAMP-activating enzyme)."
"2.8.5.1","The enzyme, which has been characterized from the bacterium Mycobacterium tuberculosis, has no activity with O-acetyl-L-serine. Requires pyridoxal 5'-phosphate. cf. EC 2.5.1.144, S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)."
"3.1.6.20","Contains Mn2+. The enzyme is part of the Sox enzyme system, which participates in a bacterial thiosulfate oxidation pathway that produces sulfate. It catalyses two reactions in the pathway. In both cases the enzyme hydrolyses a sulfonate moiety that is bound (either directly or via a sulfane) to a cysteine residue of a SoxY protein, releasing sulfate. The enzyme from Paracoccus pantotrophus contains a pyroglutamate (cycloglutamate) at its N-terminus."
"3.13.1.8","The enzyme, found in bacteria and archaea, is involved in removing the (R) isomer of S-adenosyl-L-methionine from the cell. It catalyses a nucleophilic attack of water at the C5' carbon of S-adenosyl-L-methionine to generate adenosine and L-methionine."
"4.1.1.110","The enzyme participates in an alternative mevalonate pathway that takes place in extreme acidophiles of the Thermoplasmatales order. cf. EC 4.1.1.99, phosphomevalonate decarboxylase."
"4.1.1.111",The enzyme from archaea is involved in an alternative heme biosynthesis pathway. The enzyme from denitrifying bacteria is involved in the heme d1 biosynthesis pathway. 
"4.4.1.37","This enzyme, found in Lactobacillus plantarum, is involved in the biosynthesis of a nickel-pincer cofactor. The process starts when one enzyme molecule adenylates pyridinium-3,5-dicarboxylate mononucleotide (P2CMN) and covalently binds the adenylated product to an intrinsic cysteine residue. Next, the enzyme cleaves the carbon-sulfur bond, liberating pyridinium-3-carboxylate-5-thiocarboxylate mononucleotide (PCTMN) and leaving a 2-aminoprop-2-enoate (dehydroalanine) residue attached to the protein. Since the cysteine residue is not regenerated in vivo, the enzyme is inactivated during the process. A second enzyme molecule then repeats the process with PCTMN, adenylating it and covalently binding it to the same cysteine residue, followed by liberation of pyridinium-3,5-bisthiocarboxylate mononucleotide (P2TMN) and the inactivation of the second enzyme molecule. cf. EC 4.4.1.45, extrinsic cysteine-dependent pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase."
"6.2.1.55","Contains Zn2+. The enzyme catalyses the activation of SAMPs (Small Archaeal Modifier Proteins), which are ubiquitin-like proteins found only in the Archaea. SAMPs are involved in protein degradation, and also act as sulfur carriers involved in thiolation of tRNA and other metabolites such as molybdopterin. The enzyme catalyses the ATP-dependent formation of a SAMP adenylate intermediate in which the C-terminal glycine of SAMP is bound to AMP via an acyl-phosphate linkage (reaction 1). This intermediate can accept a sulfur atom to form a thiocarboxylate moiety in a mechanism that is not yet understood. Alternatively, the E1 enzyme can transfer SAMP from its activated form to an internal cysteine residue, releasing AMP (reaction 2). In this case SAMP is subsequently transferred to a lysine residue in a target protein in a process termed SAMPylation. Auto-SAMPylation (attachment of SAMP to lysine residues within the E1 enzyme) has been observed. cf. EC 2.7.7.100, SAMP-activating enzyme."
"1.14.14.88",A cytochrome P-450 (heme-thiolate) protein. Also acts on biochanin A and other isoflavones with a 4'-methoxy group. Involved in the biosynthesis of the pterocarpin phytoalexins medicarpin and maackiain.
